"vertex_id","UMAP_1","UMAP_2"
"Y_577",-6.7484937414421,-1.72782641749557
"Y_578",0.372049159852606,-6.18883219066392
"Y_579",5.05453556127853,-4.61855434436618
"Y_580",1.76732160217708,-4.46569172468511
"Y_581",5.39897261367863,-4.73492310734382
"Y_582",6.53313841900073,13.0113946945928
"Y_583",-4.73239470776087,9.68393764408712
"Y_584",-9.84340174566804,-2.03704317094384
"Y_585",6.17277572218877,-3.97040207477641
"Y_586",-8.8720210891996,10.2524210832305
"Y_587",8.67325333800997,-3.15374895941038
"Y_588",4.34109745296919,-4.14152209335479
"Y_589",-7.32937029993256,-1.25620912021322
"Y_590",4.34851751260758,-4.29122754068945
"Y_591",2.38365880505012,-2.75354307063582
"Y_592",-9.41335692469235,-2.08122949732725
"Y_593",5.49763360399095,-5.10912205387577
"Y_594",-7.18718232892776,-2.71957476473658
"Y_595",-9.21493615892929,-2.07806562544442
"Y_596",-2.14492817600018,11.3833133856159
"Y_597",2.99600233882074,-3.39861161443148
"Y_598",-4.60908024264153,-6.86264020344407
"Y_599",-9.40995123493068,9.9675728593195
"Y_600",-8.2526559958022,-2.27973492737992
"Y_601",-5.6806589467886,9.86060770060637
"Y_602",-1.9390863429224,11.0328372682493
"Y_603",-4.77528158686899,10.9031822013009
"Y_604",4.89397231561419,-4.0653794340556
