"gene","distance","Z","FC","p.value","p.adj","target_gene","perturbation","significant","direction","minus_log10_fdr"
"SPINK5",3.39400124335485e-12,-1.24505500659215,1.28996421078341e-11,0.999997134312086,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AFAP1-AS1",3.29653016143631e-12,-1.24838736925257,1.21693609971872e-11,0.99999721661073,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"NGFR",3.0176423563663e-12,-1.25841219591949,1.01973940331539e-11,0.999997452086605,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"ALDH3A1",2.84854400729029e-12,-1.26488473989682,9.08656073229778e-12,0.999997594862951,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"BMP7",2.64350545316255e-12,-1.2731906891612,7.82553590386784e-12,0.999997767985017,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"TNNI2",2.40924164847412e-12,-1.2833861440718,6.50001548823412e-12,0.999997965783104,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"TCHH",2.07613269166301e-12,-1.2994575279282,4.82685087174145e-12,0.999998247040017,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"WIPF3",1.35656732815285e-12,-1.34358565610484,2.06080250470092e-12,0.999998854597179,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"NEFL",1.2324514549235e-12,-1.35317218278258,1.70095690576903e-12,0.999998959393063,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AC103858.1",1.22467578477825e-12,-1.3537999337917,1.67956156822372e-12,0.999998965958365,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
"AL356804.1",1.15310592694185e-12,-1.35974439473054,1.48899101090004e-12,0.999999026387593,0.999999999940206,"COL1A1","OE",FALSE,"Activated",2.59681332657232e-11
